Bedrooms,Bathrooms,LivingArea,Floors,Views,Condition,HouseArea,BasementArea,BuiltYear,PostalCode,SchoolsNearby,Price
3,1.75,2330,1,0,3,1390,940,1983,122021,2,535000
2,1.75,1530,1,1,4,830,700,1916,122003,3,525000
3,1.75,1490,2,0,3,1090,400,2008,122032,1,520000
5,2.25,2570,1,1,3,1470,1100,1950,122031,1,519000
3,1.75,1540,1,2,3,770,770,1920,122007,2,512031
2,1,900,1,0,3,900,0,1946,122026,2,496000
3,3,3700,2,0,3,3700,0,1982,122070,2,489000
4,2.5,1540,2,0,3,1540,0,2014,122011,2,484998
3,2.25,1550,2,0,3,1550,0,1987,122010,2,481015
3,2,1470,1,0,4,1470,0,1956,122022,3,480000
5,2.5,2160,2,0,3,2160,0,1998,122008,1,480000
4,2.5,2040,2,0,4,2040,0,1963,122038,1,475000
4,2.5,1850,2,0,5,1850,0,1981,122033,2,475000
4,2,2100,1,0,5,1050,1050,1962,122022,2,475000
4,2.75,2620,2,0,3,2620,0,2013,122025,3,475000
3,2,1660,1,0,3,1260,400,1983,122033,1,453000
3,2.5,1900,2,0,3,1900,0,1993,122017,1,435000
3,1,1520,1,0,3,1520,0,1956,122030,2,415000
4,2,2370,2,0,4,2370,0,1978,122039,1,411000
4,2.5,3002,2,0,3,3002,0,2004,122042,2,394500
4,1.75,2400,1.5,0,4,1500,900,1927,122038,1,389000
3,1.75,1730,1.5,0,3,1730,0,1954,122038,1,355000
5,2.5,2450,2,0,3,2450,0,2002,122065,3,345000
4,2.5,1954,2,0,3,1954,0,2005,122042,1,340000
3,2.5,2390,1,0,3,1840,550,1984,122035,1,339950
2,1.5,830,2,0,3,830,0,2005,122054,3,334500
4,2.5,2105,2,0,3,2105,0,2003,122035,1,330000
4,2.5,2120,2,0,3,2120,0,2002,122024,3,329950
2,1,700,1,0,4,700,0,1918,122028,1,310000
3,2.5,2242,2,0,3,2242,0,2014,122023,1,309780
2,1,2160,1,0,3,1360,800,1968,122056,1,305000
3,1,1580,1,0,3,1010,570,1962,122046,3,305000
2,1,1010,1,0,3,1010,0,1947,122014,1,300000
3,2.25,1520,2,0,4,1520,0,1992,122024,2,275250
3,2.25,1450,2,0,3,1450,0,2010,122024,3,274500
2,1.5,800,2,0,3,800,0,2008,122034,2,265050
4,3,1940,1,0,4,1940,0,1948,122014,1,265000
5,1,1870,1,0,3,1580,290,1962,122056,2,262000
4,2,1620,2,0,4,1620,0,1975,122067,3,260000
4,2.5,2050,2,0,3,2050,0,2002,122043,2,256000
4,2,2430,1,0,3,1430,1000,1960,122063,3,255000
4,2.25,1680,2,0,3,1680,0,2002,122023,2,255000
2,1,1310,1,0,4,940,370,1980,122067,3,253000
3,2.25,1920,1,0,3,1520,400,1965,122060,2,250000
3,1.75,1200,1,0,3,1200,0,1984,122067,3,250000
3,2,1110,1,0,4,1110,0,1991,122067,2,223000
5,1,1590,1.5,0,3,1090,500,1942,122052,3,185000
4,2.5,1780,2,0,3,1780,0,1991,122043,3,175000
2,1,1050,1.5,0,3,1050,0,1964,122056,2,123000
4,4.25,5010,2,1,3,4000,1010,2014,122057,3,2350000
4,3.25,3930,2,0,3,3930,0,2006,122048,3,1880000
3,2,2360,2,0,3,2360,0,1909,122047,3,1760000
4,3.25,2980,2,0,3,2150,830,1999,122047,3,1630000
5,3,3420,2,0,3,2540,880,1952,122057,3,1200000
5,2.5,3580,2,0,3,3580,0,2000,122010,1,1150000
3,2.5,2780,1.5,1,4,2110,670,1969,122020,3,1140000
4,2.5,3160,2,0,4,3160,0,1995,122010,2,1130000
4,3.75,5070,2,0,3,5070,0,2000,122045,2,1100000
4,5,4110,2,0,4,4110,0,1978,122049,1,1040000
4,3.5,4370,2,0,3,4370,0,2008,122015,3,1030000
3,3.25,3620,2,0,3,2730,890,2005,122032,2,1020000
4,2.5,2980,2,0,3,2980,0,1989,122027,2,1010000
6,2.75,2520,2,4,3,2520,0,1954,122052,2,975000
4,2,2490,2,0,5,2490,0,1968,122057,1,940000
3,2.5,3230,2,2,5,2430,800,1945,122007,2,850000
3,2,2470,2,0,3,2470,0,1961,122057,3,850000
4,4.25,4930,2,0,3,4930,0,2005,122023,1,835000
4,2.5,3150,2,0,3,3150,0,2002,122010,3,815000
3,1.5,1520,1,0,4,1520,0,1954,122048,1,810000
3,4,2080,3,4,3,2080,0,1997,122028,2,715000
3,1.5,1380,1,0,5,1380,0,1960,122057,2,650000
3,2.25,1980,1,0,3,1980,0,1959,122049,3,640000
4,2.5,2360,1,3,3,1980,380,1977,122064,3,633000
3,2,2300,1,0,3,1430,870,1955,122048,1,610000
3,1.75,1630,3,0,3,1630,0,2014,122028,1,609000
4,2.5,2800,1,0,3,1420,1380,1970,122029,3,605000
3,2.5,2610,2,0,3,2610,0,2001,122008,1,605000
5,2.25,3000,2,0,4,3000,0,1975,122005,2,600000
5,3,2190,2,0,5,1490,700,1940,122007,1,588000
3,1.75,1530,1,0,3,1410,120,1955,122009,3,575000
4,2.5,2230,1,0,4,1430,800,1969,122005,1,565000
3,2.5,2950,2,0,3,2950,0,2006,122015,3,554950
4,2.5,2020,2,0,5,1730,290,1943,122032,3,554729
3,1,1240,1.5,0,5,1240,0,1909,122026,3,529950
4,3,2590,2,0,3,2590,0,2014,122015,3,519995
5,3.25,2740,1,0,5,1390,1350,1977,122017,1,515000
2,1.5,1930,2,0,3,1930,0,1989,122030,3,509000
3,2.5,3316,2,0,3,3316,0,1986,122018,1,490600
3,1.75,1530,2,0,3,1530,0,1978,122005,1,474000
3,2.5,2250,2,0,3,2250,0,2000,122052,2,445838
3,2.5,1930,2,0,3,1300,630,2005,122032,2,439990
3,1.5,1810,1,0,3,1030,780,1958,122006,2,430000
3,1.5,1400,3,0,3,1400,0,2007,122006,1,425000
4,2.5,1700,1,0,5,1700,0,1972,122033,3,410000
2,2.75,1350,2,0,3,1120,230,2006,122016,3,405500
4,2.25,2230,1,0,4,1300,930,1963,122038,3,400000
2,1.75,1410,1.5,0,3,900,510,2011,122012,3,399900
5,1.75,1840,1,2,3,1360,480,1948,122031,1,395000
4,2.75,2640,1.5,0,3,2640,0,1963,122046,2,395000
4,2,1900,1,0,3,1900,0,2004,122035,2,390000
2,1,860,1,0,3,860,0,1956,122007,3,370000
2,1,870,1,0,4,870,0,1942,122064,1,357000
4,2.5,2040,2,0,3,2040,0,1999,122060,2,345000
4,2.5,2300,2,0,3,2300,0,2001,122065,2,342000
3,1,1390,1.5,0,3,1390,0,1908,122006,1,341000
8,2.75,2790,1,0,3,1470,1320,1977,122038,3,340000
3,1.75,1830,1,0,3,930,900,1950,122042,2,312500
4,1.75,2600,1,0,4,1610,990,1969,122067,2,304900
2,1,1190,1,0,3,1190,0,1948,122038,2,295950
3,1,1440,1,0,3,1440,0,1967,122042,1,290000
3,2.5,1520,2,0,3,1520,0,2004,122024,3,288000
5,2.5,2270,2,0,3,2270,0,1995,122023,3,285000
4,2.5,1890,2,0,3,1890,0,1997,122023,3,280500
3,1,1740,1,0,4,1020,720,1962,122070,2,267000
3,2,1180,1,0,4,1180,0,1992,122067,2,265900
3,1,1020,1,0,5,1020,0,1959,122053,1,265000
4,2.25,2060,1,0,4,1200,860,1962,122018,1,264500
2,1.5,920,2,0,3,920,0,1995,122038,2,255000
3,1.75,1770,1,0,4,1770,0,1959,122072,3,250000
3,1.75,1570,1,0,3,1570,0,1960,122060,1,240000
4,1,1200,1.5,0,3,1200,0,1923,122034,1,220000
4,1.75,2080,1,0,4,1050,1030,1966,122039,1,198000
2,0.75,660,1,0,4,660,0,1912,122066,2,100000
3,1.5,1300,1,0,5,1300,0,1960,122010,2,625000
3,2.5,2320,2,0,3,2320,0,2003,122012,1,600000
4,2.25,2920,2,0,4,2260,660,1937,122047,2,1740000
4,2.5,2700,2,0,3,2700,0,2004,122006,3,1200000
4,2.25,2110,2,0,4,2110,0,1972,122057,2,825000
4,3,3130,1.5,0,3,1750,1380,1953,122006,1,671000
3,2.5,1540,3,0,3,1390,150,1995,122003,2,499000
3,1.75,1470,1,0,3,1030,440,1984,122038,2,459500
4,2.5,3160,1.5,4,3,2020,1140,1917,122009,3,1280000
2,1.75,1990,1,0,5,1090,900,1952,122028,2,625000
3,1.75,1480,1,0,3,1480,0,1975,122033,3,395000
3,2.5,3110,2,1,4,2550,560,1946,122006,1,1640000
4,3.25,3770,2,0,5,2710,1060,1925,122061,2,1450000
4,3,5430,2,0,4,5430,0,1987,122045,3,1360000
4,2.25,2360,2,0,3,2360,0,2013,122047,3,1300000
3,2.5,3870,2,3,3,3870,0,1997,122029,2,1280000
3,2.5,3540,2,0,3,3540,0,1989,122045,3,888550
3,1.5,1820,1,0,4,1820,0,1952,122048,3,875000
4,3,3040,1.5,0,3,2680,360,1923,122019,1,870000
4,3.25,3990,2,0,3,3990,0,2004,122045,2,866000
5,2.75,3595,2,0,3,3595,0,2014,122045,1,861990
3,2.75,2760,1,0,4,1690,1070,1967,122057,1,821000
4,2,2600,1,2,3,1400,1200,1953,122003,1,780000
4,3.25,4100,2,0,3,2500,1600,1981,122021,1,775000
4,2.25,2350,2,0,4,2350,0,1977,122058,1,747500
3,3.25,2030,2,0,4,2030,0,1980,122005,3,685000
3,1.75,1880,1,0,4,1880,0,1984,122027,2,681000
4,2.75,2330,2,0,3,2330,0,2005,122011,3,680000
6,3,4050,2,0,4,2620,1430,1970,122012,3,670000
5,2.5,2860,2,0,5,2860,0,1958,122008,2,670000
5,2,2800,1,0,4,1400,1400,1963,122010,1,665000
4,2.5,2690,2,0,3,2690,0,1985,122019,3,645000
4,2,2530,1.5,0,4,1910,620,1910,122009,1,631500
3,2.75,1830,2,0,3,1690,140,2011,122012,1,593000
3,2,1860,2,0,5,1860,0,1908,122006,3,588000
4,2.5,2400,2,0,3,2400,0,1990,122019,2,575000
3,1,1890,1.5,0,4,1390,500,1901,122028,3,570000
3,2,1640,1,3,4,820,820,1924,122054,1,570000
2,2,1580,1,0,5,790,790,1910,122009,1,558000
3,1.5,1740,1.5,0,4,1640,100,1920,122007,2,555000
4,1,1660,1.5,0,3,1260,400,1930,122006,1,548800
3,2.5,2040,2,0,3,2040,0,1987,122005,1,542500
3,2.25,2590,2,3,3,2590,0,1984,122043,3,538250
2,1.5,1130,2,0,3,1030,100,2009,122026,2,536000
3,1.75,1320,1,0,3,870,450,1918,122004,1,530000
6,3.5,3000,1,0,3,1500,1500,1979,122022,3,527000
3,2.5,1420,3,0,3,1420,0,2014,122026,3,510000
3,2.5,3030,2,0,3,3030,0,2009,122015,1,509900
2,2.25,1060,2,0,3,940,120,2006,122013,2,505000
4,2,1700,1,0,3,850,850,1955,122027,1,500000
3,2.5,1720,2,0,3,1720,0,2011,122038,2,500000
3,2.5,1910,2,0,3,1910,0,2014,122011,1,494815
2,1,1290,1,0,4,1290,0,1906,122006,1,494000
4,2.5,2286,2,0,3,2286,0,2002,122053,2,481000
3,2.25,1680,1,0,4,1130,550,1959,122029,3,480000
5,2.5,2510,1,0,4,1490,1020,1977,122033,3,475000
3,2.5,1990,2,0,3,1990,0,1993,122058,1,450000
3,1.75,1480,1,0,4,1480,0,1971,122005,2,450000
2,2,1240,2,0,3,1240,0,1985,122007,2,445000
5,1.75,1650,1.5,0,3,1650,0,1902,122054,1,443000
3,2,1490,2,0,5,1490,0,1948,122007,3,437500
3,1.75,2220,1,0,4,2220,0,1967,122021,2,437000
3,2.25,1620,3,0,3,1540,80,2009,122012,3,420000
3,2.25,1450,2,0,3,1450,0,1989,122019,2,410000
4,2.25,2340,1,0,4,2340,0,1982,122023,3,404950
3,2.5,1920,2,0,3,1920,0,1993,122025,3,391500
2,1,1190,1,0,3,1190,0,1981,122022,1,382500
3,2.5,1601,3,0,3,1536,65,2007,122022,1,378000
2,1.5,1260,2,0,3,1260,0,2001,122054,1,374000
4,1.75,1590,2,0,4,1590,0,1960,122038,3,373000
3,1.5,1800,2,0,3,1800,0,1931,122056,2,360000
3,2.5,2370,2,0,3,2370,0,2014,122024,3,351999
3,2.5,1450,2,0,3,1450,0,2004,122008,3,339000
2,1.5,800,1,0,5,800,0,1951,122052,1,335950
3,2,2250,1.5,0,3,2250,0,1998,122039,1,328000
3,1,1560,1,0,4,910,650,1948,122014,2,320000
3,1.75,2220,1,0,3,1270,950,1950,122058,1,320000
3,1,1120,1,0,4,1120,0,1969,122037,1,320000
4,3,2200,1,0,3,2200,0,1960,122046,1,300000
3,1,930,1.5,0,5,930,0,1919,122034,1,300000
4,2.5,2090,2,0,3,2090,0,2007,122067,1,300000
3,2.5,1520,2,0,3,1520,0,2004,122024,1,296475
3,1.75,1940,1.5,0,4,1940,0,1918,122068,2,295000
3,1.5,1640,2,0,4,1640,0,1908,122059,3,295000
4,2.25,1995,2,0,4,1995,0,1981,122018,2,266000
2,1,1500,1,0,3,1190,310,1926,122038,2,245000
3,1,1390,1,0,3,1390,0,1954,122053,2,230000
3,1.75,1140,2,0,3,1140,0,2014,122059,3,230000
3,1,1230,1,0,4,1230,0,1967,122072,3,229500
3,1,960,1,0,5,960,0,1967,122018,2,215000
3,1.5,1180,1,0,4,1180,0,1968,122072,3,209950
3,1,1100,1,0,3,1100,0,1961,122018,1,199990
2,1,1190,1,0,4,1190,0,1910,122012,3,195000
2,1,1060,1,0,3,820,240,1981,122042,3,170500
4,5.25,6500,2,0,3,5180,1320,2001,122071,1,2460000
6,2.75,4710,2,3,3,3690,1020,1931,122004,3,2180000
3,2.5,3490,2,4,4,2150,1340,1939,122022,1,1680000
4,2.25,2890,3,4,3,2890,0,1984,122053,2,1570000
4,3.5,3150,2,0,3,3150,0,2014,122004,3,1210000
4,3.5,3960,2,0,3,2850,1110,2006,122032,2,1200000
3,2.5,3830,2,0,3,3830,0,1991,122027,3,1150000
5,4,7320,2,0,3,7320,0,1992,122046,3,1140000
3,2.25,2790,1,3,3,2790,0,2006,122031,2,1130000
4,2.5,3180,1,0,4,2390,790,1978,122030,1,1120000
2,2,2360,1.5,0,3,2360,0,1997,122057,2,1090000
4,3.75,4740,2,0,4,4740,0,1991,122012,3,1050000
4,2.75,2250,1.5,0,3,1500,750,1927,122047,2,1050000
4,2.5,3130,2,0,3,3130,0,2013,122010,3,999000
5,2.75,3500,2,2,3,2950,550,1927,122064,3,970000
3,2.5,3480,1,0,4,1750,1730,1941,122050,1,950000
3,2.5,3180,2,0,4,3180,0,1978,122019,3,900000
4,2.75,2310,3,0,5,2310,0,1979,122044,3,890000
4,3.5,3110,2,2,4,3110,0,1979,122020,2,875000
3,2.75,3176,2,3,4,2726,450,1985,122043,3,819000
4,3.5,3370,2,0,3,2750,620,2007,122011,3,812000
2,2.75,2700,1,0,3,2700,0,2007,122045,3,810000
3,2.5,3420,1,0,4,1750,1670,1987,122027,3,789900
4,3.5,5270,2,0,3,3440,1830,2004,122046,3,782000
2,2.5,2560,2,0,5,1690,870,1901,122047,2,780000
4,4,3010,2,0,3,3010,0,2004,122020,3,765000
4,2.75,3090,2,0,3,3090,0,2010,122019,2,760005
4,2.25,2410,2,0,5,2410,0,1965,122029,3,720000
4,3,3580,2.5,0,3,2370,1210,1991,122030,3,711600
5,2.75,2510,1,1,4,1600,910,1975,122005,3,695500
4,2.5,3220,2,0,3,3220,0,1991,122021,3,690000
4,2.5,2610,2,0,3,2610,0,2006,122028,3,674600
3,2.75,2830,2,0,3,2830,0,2012,122011,2,673000
4,3,3720,1,0,3,1880,1840,2003,122041,2,650000
4,2.5,2850,2,0,3,2850,0,1987,122020,1,645000
2,2.5,2290,2,0,3,2290,0,2005,122011,3,630000
3,1.75,2050,1,0,2,2050,0,1973,122057,2,623000
2,2,1170,1.5,1,4,1170,0,1927,122003,2,613000
3,2.25,1900,1.5,0,4,1440,460,1969,122021,2,600000
4,2.5,2250,2,0,3,2250,0,1991,122033,3,600000
3,2,2560,1,0,3,1330,1230,1987,122005,3,599000
2,2,1570,1,0,3,1570,0,2006,122045,3,592350
4,2.5,2630,2,0,3,2630,0,1999,122053,1,585000
4,2.5,2130,1,0,3,1490,640,1980,122020,1,580000
3,2.25,1940,1,0,3,1520,420,1987,122012,3,580000
4,1.75,2790,1,2,3,1450,1340,1956,122031,2,568000
4,2.25,1950,1,0,3,1330,620,1968,122010,2,560000
3,2.25,1820,2,0,3,1820,0,1984,122005,1,557500
3,3.5,2490,2,0,3,1720,770,2005,122012,2,550000
3,1.75,1070,1,0,3,1070,0,1966,122005,3,542000
2,2.5,1785,2,0,3,1595,190,1975,122048,1,530000
5,2.5,2820,1,0,4,1550,1270,1968,122027,1,527700
2,1.5,1920,1,0,4,960,960,1912,122044,2,517000
3,2.5,1810,2,0,3,1810,0,1992,122011,1,513000
4,2.25,1900,1,0,3,1370,530,1977,122052,3,485000
2,1,1060,1,0,3,860,200,1924,122028,1,480000
3,1,1340,1,0,4,1340,0,1955,122027,1,479000
4,2.75,2530,2,0,3,2530,0,1997,122055,3,469950
3,1.5,1830,1,0,5,1830,0,1962,122053,1,468000
4,2.5,2620,2,0,3,2620,0,1991,122046,2,460000
4,2.5,1910,1,0,3,1910,0,1921,122050,3,458400
4,3.5,3440,2,0,4,3440,0,2002,122043,1,455000
4,2.5,2680,2,0,3,2680,0,2013,122025,2,449990
3,2,1860,2,2,3,1860,0,1998,122015,3,440000
4,2.25,2570,2,0,3,2570,0,1980,122017,2,439000
2,2,1270,3,0,3,1270,0,2000,122006,2,438000
4,2.75,2230,1,0,3,1320,910,1998,122022,3,435000
4,2.5,2150,2,0,3,2150,0,2010,122015,1,435000
3,2,1550,1,0,5,830,720,1942,122064,3,430000
2,1,880,1,0,3,880,0,1940,122007,2,427550
4,1.75,1920,2,0,4,1920,0,1970,122053,2,415000
3,1.75,1880,1,0,4,940,940,1945,122064,3,412000
4,2.25,2060,1,0,3,1220,840,1963,122014,1,410000
4,2.5,2560,2,0,3,2560,0,2006,122024,3,410000
3,2,1320,1.5,0,4,1320,0,1920,122054,1,410000
3,1.5,1010,1.5,0,5,1010,0,1953,122022,3,405000
4,1.75,1360,1.5,0,4,1360,0,1928,122064,3,399500
3,1.75,1180,1,0,4,1180,0,1967,122021,3,390000
3,2.25,2090,1,0,3,2090,0,1961,122025,2,383000
4,2.5,1984,1,0,3,1564,420,1962,122043,1,380000
3,2.5,2860,2,0,4,2860,0,1990,122023,1,378500
3,1.75,1660,1,0,3,1130,530,1976,122021,3,375000
3,1,1650,1,0,4,980,670,1954,122034,2,371500
3,1.75,1570,2,0,3,1570,0,1982,122025,1,370000
4,1.75,2100,1,0,3,1030,1070,1964,122034,3,368000
5,3,1810,2,0,3,1810,0,1998,122051,1,362000
2,1.75,1210,2,0,3,1210,0,2014,122011,3,357562
4,2.75,3000,2,0,3,3000,0,2005,122024,3,355000
3,2.25,2120,1,0,3,2120,0,1997,122072,3,340000
3,2.25,2760,1,0,3,2760,0,1969,122046,1,336000
4,2.5,2530,2,0,3,2530,0,1993,122040,3,336000
3,2.5,2538,2,0,3,2538,0,2013,122023,2,335606
4,2.5,2250,2,0,3,2250,0,2014,122040,1,333490
3,2.25,2120,1,0,3,1720,400,1979,122039,1,332000
3,2.25,2220,1,0,3,1330,890,1993,122051,1,330000
3,1,1060,1,0,4,1060,0,1968,122034,3,326500
2,1,800,1,0,3,800,0,1953,122064,1,325000
2,1,810,1,0,4,810,0,1941,122064,3,325000
3,3.25,1450,2,0,3,1180,270,2013,122034,2,320000
2,1,1080,1,0,4,720,360,1919,122059,3,315000
4,2.5,1920,2,2,4,1920,0,1994,122068,1,308950
4,2.5,2200,2,0,3,2200,0,1998,122067,3,300000
3,1,1150,1,0,3,1150,0,1960,122029,3,300000
3,2.25,1910,2,0,3,1910,0,2009,122042,3,293000
3,1.5,1520,1,0,4,1520,0,1959,122053,3,292600
2,1,770,1,0,3,770,0,1948,122014,2,277000
3,1,1400,1.5,0,3,1400,0,1944,122022,3,267000
3,1.75,1550,1,0,3,1050,500,1976,122062,1,255000
3,1.75,1140,1,0,4,1140,0,1983,122040,3,250000
2,1.5,1090,2,0,3,1090,0,1982,122033,1,249000
4,2.25,2600,1,0,3,1390,1210,1978,122018,3,245000
3,2.5,1600,2,0,4,1600,0,1992,122067,1,245000
5,2.5,2340,1,0,2,1670,670,1967,122040,2,235500
2,1,1020,1,0,3,1020,0,1939,122059,2,235000
3,1.5,1460,1,0,3,1460,0,1966,122039,1,232000
3,1.75,1200,1,0,4,1200,0,1968,122018,2,228950
3,2,960,1,0,3,960,0,1949,122052,1,210000
3,1,1070,1,0,3,1070,0,1949,122052,1,210000
3,1,1180,1,0,4,1180,0,1967,122040,3,205000
3,1,1320,1.5,0,3,1320,0,1912,122009,3,201500
3,1,910,1,0,4,910,0,1968,122040,3,190000
3,1,1040,1,0,4,800,240,1958,122018,2,183500
1,1,850,1,0,2,850,0,1906,122051,1,165000
3,1,1350,1.5,0,3,1350,0,1942,122070,3,160000
3,1,1400,1,0,4,1400,0,1968,122023,1,148226
2,1,630,1,0,3,630,0,1930,122034,1,148000
1,2,1150,1,0,4,1150,0,1962,122039,3,115000
5,3,4290,2,0,4,4290,0,1985,122071,2,2680000
5,4.75,5780,2,0,3,4260,1520,2006,122057,2,2320000
5,5.25,4830,2,1,5,3930,900,1952,122057,3,1680000
6,4.5,4230,2,3,4,2360,1870,1916,122003,1,1470000
4,3.5,3550,1,2,3,2260,1290,1999,122027,1,1360000
4,2.5,2920,1,3,3,2030,890,1957,122032,2,1250000
5,3.5,5430,2,2,3,4010,1420,2007,122027,1,1240000
4,3.75,4260,2,0,3,4260,0,2008,122010,2,1070000
4,3.5,4440,2,0,3,4440,0,2003,122015,3,1040000
5,4.5,4030,2,0,3,4030,0,2000,122020,1,989000
4,2.5,2230,2,0,5,1540,690,1935,122028,2,900000
3,2,2783,2,0,3,2783,0,1910,122064,2,840000
4,1.75,2000,1,4,4,1000,1000,1958,122009,1,810000
4,2.25,3300,3,0,3,3300,0,2014,122064,3,760000
4,1.75,2100,1,0,3,1340,760,1975,122028,3,759000
4,2.5,3020,2,0,3,3020,0,2004,122020,3,750000
4,2.75,2910,1,0,3,2210,700,1957,122050,2,749950
3,2.75,2820,2,0,3,2820,0,2008,122005,2,749000
4,2.75,2700,2,0,4,2100,600,1910,122009,1,749000
2,2.5,2150,1,0,3,2150,0,2010,122045,3,741500
4,2.5,3360,2,0,3,3360,0,1997,122005,2,740000
3,1.75,2320,2,0,3,2320,0,1935,122006,3,737500
2,2.25,2290,1,0,3,2290,0,2007,122045,2,737000
4,3.25,4280,2,0,3,3050,1230,2002,122023,1,734950
4,2.5,3350,2,0,4,3350,0,1985,122045,1,720500
3,1,1410,2,0,4,1410,0,1901,122054,3,700000
4,3.5,3650,2,0,3,2550,1100,1996,122025,2,696000
4,2.75,3710,2,0,3,3710,0,1999,122008,3,692500
3,2,1780,1,0,5,980,800,1925,122028,3,680000
4,2.75,2100,1.5,0,4,1780,320,1928,122004,3,679000
3,1,1240,1,0,4,1240,0,1927,122028,2,660000
4,2.5,2510,2,0,3,2510,0,2002,122020,3,660000
4,2.75,3510,2,0,3,3510,0,2014,122015,2,659950
4,2.5,3080,2,0,3,3080,0,1997,122045,1,635000
3,1.75,1710,1,0,4,1710,0,1986,122010,3,630000
4,1,1600,1.5,0,4,1600,0,1946,122007,2,625000
3,1.75,3160,1,0,4,2160,1000,1978,122039,1,625000
3,2,2250,1,0,4,1500,750,1964,122057,3,624800
3,2.5,2630,2,0,3,2630,0,2001,122045,1,610000
3,3.25,1830,3,0,3,1830,0,2014,122007,1,599950
7,2.5,2580,1,0,4,1880,700,1901,122044,1,599000
4,3.25,3730,2,0,3,2760,970,2015,122028,3,595000
4,2.5,2720,2,0,3,2720,0,1989,122019,2,594950
3,2.5,2650,1,0,5,1680,970,1975,122014,1,590000
3,2.5,2600,2,1,3,2600,0,1998,122053,3,583000
3,1.75,1850,1,0,3,1020,830,1909,122004,3,580000
6,3.75,4000,2,2,3,3080,920,2004,122046,2,570000
3,3.25,2220,1.5,0,5,1770,450,1929,122059,2,569000
3,2.5,2500,2,0,3,2500,0,1990,122021,3,565000
4,2.5,2570,2,0,3,2570,0,1990,122011,3,561000
3,2.5,1960,2,0,3,1960,0,2002,122045,2,560000
2,1,1010,1,0,4,1010,0,1960,122010,2,560000
3,2,1970,2,3,5,1270,700,1929,122064,2,550000
4,1.75,2150,1,0,4,1110,1040,1966,122005,1,550000
4,1,1440,1.5,0,4,1440,0,1924,122009,3,550000
3,2.5,2760,2,0,3,2760,0,2002,122053,3,545000
3,2.5,3010,2,0,3,3010,0,2009,122015,1,538000
3,2.5,1790,2,0,3,1790,0,2010,122012,1,530000
4,2.75,2910,1,0,3,1640,1270,1985,122017,3,525000
4,1.75,1710,1,0,4,1710,0,1955,122027,3,525000
4,2.5,3670,2,0,3,3670,0,2005,122046,2,525000
3,1.75,2140,1,0,5,1490,650,1950,122046,2,507000
2,1.75,1350,1,0,3,1350,0,2008,122045,2,498800
3,2,2660,1,0,4,2660,0,1964,122068,2,495000
4,2.5,2540,2,0,3,2540,0,2005,122059,3,487000
4,2.5,3560,2,0,3,3560,0,1988,122018,2,486000
5,2.75,2550,1,0,5,1390,1160,1967,122053,1,480000
4,2.25,2380,2,0,3,1530,850,1979,122058,3,470000
4,2.5,2100,1,0,4,1240,860,1976,122021,1,468000
4,2.5,1980,2,0,4,1980,0,1974,122033,3,463000
5,2.5,2850,1,0,4,1930,920,1925,122046,1,450000
3,2.5,1460,2,0,3,1460,0,1983,122030,3,450000
3,2.25,1920,2,0,4,1920,0,1989,122017,2,443000
3,1.5,1270,3,0,3,1270,0,2007,122006,3,440000
4,2.5,2550,2,0,3,2550,0,2009,122015,1,435000
2,1,1320,1,0,3,1020,300,1939,122032,3,425000
3,1.75,1510,1,0,4,1510,0,1954,122038,3,420000
4,1.5,1840,1.5,0,4,1840,0,1950,122050,2,415000
4,3.5,3360,2,0,3,2450,910,1990,122018,1,412000
3,1.75,1660,1,0,3,830,830,1980,122009,2,410000
5,3.25,3320,2,0,4,2480,840,1999,122035,2,409124
3,2,1760,1,0,4,1760,0,1967,122021,1,400000
5,2.75,1970,1,0,3,1320,650,1986,122054,3,399950
2,1,930,1,0,4,930,0,1940,122006,2,395000
4,2.75,1970,1,0,4,1970,0,1961,122069,1,395000
2,1,780,1,0,3,780,0,1918,122064,2,380000
3,2.5,1530,2,0,4,1530,0,1986,122010,3,379000
3,2.25,1390,3,0,3,1390,0,2007,122028,1,374950
3,1.5,1550,1,0,3,1080,470,1978,122038,1,359000
3,2.5,1590,2,0,3,1590,0,2000,122008,2,356000
3,1,1600,1,0,4,1600,0,1958,122053,2,340000
3,1,1370,2,0,3,1370,0,1930,122022,3,335500
1,1,730,1,0,3,730,0,2008,122054,1,321500
3,1.5,1460,1,0,3,1460,0,1952,122060,3,310000
3,2.25,1980,1,0,4,1300,680,1963,122043,1,309000
3,1,1450,1,0,3,1010,440,1969,122033,2,306000
3,1.5,1800,1,0,4,1800,0,1966,122018,1,305000
4,1.75,1820,1,0,4,1190,630,1926,122059,3,300000
3,2.5,1460,2,0,3,1460,0,2000,122059,2,299880
2,1,800,1,0,4,800,0,1953,122038,2,295000
3,1.5,1950,1,0,4,1950,0,1959,122040,3,290000
5,1.5,1730,1,0,3,1010,720,1962,122046,1,287000
4,1.75,1880,1,0,3,1130,750,1960,122056,2,284000
3,1.5,1500,1,0,4,1500,0,1957,122046,1,284000
4,2,2030,2,0,3,2030,0,1944,122056,3,275000
3,1,1200,1,0,4,1200,0,1954,122064,2,275000
4,2.5,1660,1,0,4,1660,0,1978,122043,2,270000
4,1.75,1120,1,0,4,1120,0,1966,122046,1,252000
3,1,990,1,0,4,990,0,1960,122043,1,250000
3,2.5,1610,2,0,3,1610,0,1994,122065,3,245000
